artistName,trackName,total_mins_played,total_streams
Chairlift,Bruises,4.02,1
Chance Peña,Sleep Deprivation,2.59,1
Chance the Rapper,All Day Long,0.02,1
Chance the Rapper,All Night (feat. Knox Fortune),1.76,1
Chance the Rapper,All We Got (feat. Kanye West & Chicago Children's Choir),0.04,1
Chance the Rapper,Angels (feat. Saba),0.02,1
Chance the Rapper,Child of God,0.2,1
Chance the Rapper,Hot Shower,0.18,1
Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),0.22,1
Chance the Rapper,Same Drugs,0.73,1
Chance the Rapper,We Go High,0.09,1
Charli XCX,February 2017 (feat. Clairo and Yaeji),0,1
Charli XCX,Lightning,0.02,1
Charli XCX,Move Me,0.18,1
Charli XCX,Official,1.24,1
Charli XCX,Thoughts,0.15,1
Charlie Hickey,Ten Feet Tall,0.67,1
Charlie Hickey,Thirteen,0.41,1
Chase Ceglie,All I Want Is U,6.07,1
Chase Rice,Gonna Wanna Tonight,0.58,1
Chau Sara,Mando,2.25,1
Chau Sara,Mramor,2.3,1
Chau Sara,Naevys,2.24,1
Chau Sara,Votaliya,2.73,1
Cheap Girls,Her and Cigarettes,0,1
Cherry Glazerr,Self Explained,1.53,1
Cherry Glazerr,Teenage Girl,1.08,1
Chet Baker,Deep In A Dream,0.34,1
Childish Gambino,Heartbeat,4.5,1
Childish Gambino,This Is America,3.35,1
Chillquest,I See Fire,0.73,1
Chino & Nacho,Andas En Mi Cabeza,0.07,1
Chiodos,"Baby, You Wouldn't Last A Minute On The Creek",0.03,1
Chloe Frances,Grand & Stately,0.17,1
Chloe Lilac,DOUCHEBAG,0,1
Chloe Lilac,High School,0.11,1
Chloe Lilac,MODERATION,0.06,1
Chloe Lilac,how does your girlfriend feel about it,0.09,1
Choker,Daisy,0.05,1
Chop The Father,25 Bibles,1.29,1
Christelle Bofale,U Ouchea,1.86,1
Christian Leave,Your Life Your Time,0.02,1
Christoffer Moe Ditlevsen,Longing for Home,2.16,1
Christopher John,Reminiscence,4.79,1
Chromatics,Cherry,3.97,1
Cigarettes After Sex,Nothing's Gonna Hurt You Baby,3.38,1
Circa Waves,T-Shirt Weather,3.2,1
Civin,Lucky To Be,1.45,1
Clairo,B.O.M.D.,0.41,1
Clark,Pleen 1930's,1.52,1
Clean Bandit,Rather Be (feat. Jess Glynne),0,1
Clinic Stars,Helen's Flower,3.76,1
Cobra Starship,Beautiful Life,0.25,1
Cobra Starship,Guilty Pleasure,1.92,1
Cobra Starship,Hot Mess,0.08,1
Cobra Starship,Never Been in Love (feat. Icona Pop),0.33,1
Cobra Starship,Party With You,0.38,1
Cobra Starship,Pete Wentz Is the Only Reason We're Famous,0.16,1
Cobra Starship,The City Is at War,2.86,1
Cobra Starship,You Make Me Feel... (feat. Sabi),0.13,1
Coco & Clair Clair,Crushcrushcrush,0.08,1
Cocteau Twins,Cherry-coloured Funk,0.06,1
Cocteau Twins,I Wear Your Ring,0.04,1
Cocteau Twins,Iceblink Luck,0.07,1
Cocteau Twins,Lorelei,0.13,1
Cocteau Twins,"Pearly-Dewdrops' Drops - 7"" Version",1.07,1
Cocteau Twins,Pitch the Baby,0.07,1
Cocteau Twins,Tishbite,0.19,1
CodeNewbie,S19:E1 - What are the benefits of learning in public,3.11,1
Cody Johnson,Dance Her Home,0.07,1
Cody Johnson,With You I Am,3.68,1
Coheed and Cambria,A Favor House Atlantic,0.63,1
Coldplay,A Sky Full of Stars,0.88,1
Coldplay,Amsterdam,0.26,1
Coldplay,Princess of China,0.07,1
Coldplay,Viva La Vida,3.58,1
Cole Swindell,Hope You Get Lonely Tonight,2.75,1
Colony House,Silhouettes,2.79,1
Coma Cinema,Business as Usual,0.26,1
Comeback Kid,Should Know Better,0.35,1
Comodo,Numb,3.38,1
Con Dolore,Keeper,3.42,1
Conan Gray,Lookalike,0.18,1
Conan Gray,Wish You Were Sober,0.05,1
Corella,Barcelona Girl,3.41,1
Corey Flood,Down the Hill,2.53,1
Corin Stannard Trio,What's New,2.85,1
Cornelia Murr,Different This Time,0.04,1
Corrupt (UK),It's Not OK,3.8,1
Cortex,Huit octobre 1971,0.56,1
Cory Weeds,We Three,11.03,1
Cosmic Koala,Aengus,2.42,1
Cosmic Koala,Laha,1.97,1
Cosmic Koala,Ogmios,2.3,1
Cotton Candy Boulevard,Boots Season,2.44,1
Counting Crows,Big Yellow Taxi,0.01,1
Courtney Marie Andrews,Me & Jerry,3.08,1
Craft Spells,Our Park By Night,0.4,1
Craic Boi Mental,Trans People Are My Friends (Transphobes Not Welcome),0.33,1
Craig David,One More Time (feat. Ghetts & Frisco) - Sir Spyro Remix,0.45,1
Creedence Clearwater Revival,Fortunate Son,2.3,1
Crescent,Spring,0.35,1
Crown The Empire,Machines,0.01,1
Cub Sport,Come on Mess Me Up,0.98,1
Cuco,Do Better,2.92,1
Cuco,Pendant,0.35,1
Cupido,U Know,0.35,1
Current Joys,New Flesh,2.8,1
Cursive,Art Is Hard,0.03,1
Cusp,Spill,5.06,1
DAE DREEM,Samedi,1.32,1
DE'WAYNE,DIE OUT HERE (feat. POORSTACY),0.08,1
DEV,In The Dark,0,1
DIIV,Doused,3.72,1
DIIV,Healthy Moon,1.67,1
DJ Khaled,"GOD DID (feat. Rick Ross, Lil Wayne, Jay-Z, John Legend & Fridayy)",7.85,1
DJ Khaled,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",0.06,1
DJ Khaled,STAYING ALIVE (feat. Drake & Lil Baby),2.32,1
DJ Premier,The Root of All (feat. Slick Rick & Lil Wayne),0.02,1
DLJ,Adventure,2.03,1
DLJ,Endless Seas,2.72,1
DLJ,Explorers,2.05,1
DLJ,Flowers,2.62,1
DOPE LEMON,Rose Pink Cadillac,4.37,1
DURRY,Judgement Day,0.11,1
DVBBS,Tsunami,3.93,1
Dadamah,High Tension House,0.42,1
Daddy Yankee,Gasolina,3.21,1
Daffodils,A Leo Underwater,1.88,1
Daft Punk,Around the World,0.01,1
Daft Punk,Give Life Back to Music,0.13,1
Daft Punk,Instant Crush (feat. Julian Casablancas),0.23,1
Daisyhead,The Smallest Light,0.59,1
Dan Wriggins,Mr. Chill,0.12,1
DaniSogen,A While Ago,0.3,1
DaniSogen,Fairy Garden,2.75,1
DaniSogen,Place I've Never Been Before,2.29,1
DaniSogen,Silhouette,2.27,1
DaniSogen,The Old Legend,2.47,1
Daniel Caesar,Death & Taxes,0.27,1
Daniel Caesar,Japanese Denim,0.02,1
Danny Brown,Hot Soup Commercial,0.17,1
Danny Brown,Party All the Time,3.47,1
Darius Rucker,Don't Think I Don't Think About It,0.03,1
Darlene Love,A Marshmallow World,0.07,1
Darlingside,Harrison Ford,3.49,1
Dashboard Confessional,Hands Down,0.08,1
Daughter,Amsterdam,4.04,1
Daughter,Be On Your Way,0.54,1
Daughter,Burn It Down,3.2,1
Daughter,Candles,4.89,1
Daughter,Landfill,3.81,1
Daughter,Medicine,4.32,1
Daughter,No Care,2.89,1
Daughter,Party,4.47,1
Daughter,Run,4.12,1
Daulton Hopkins,Collateral,2.99,1
Dave Sereny,Lucy,0.91,1
David Blue,Outlaw Man,2.83,1
David Guetta,Memories (feat. Kid Cudi),2,1
David Guetta,Play Hard (feat. Ne-Yo & Akon) - R3hab Remix,4.1,1
David Hazeltine,When I Fell for You,5.37,1
David J,Love Hangover,0.39,1
David J,Ride Away,0.18,1
David Nance,"My Love, The Dark and I",2.43,1
Day Wave,Nothing at All,0.14,1
Day Wave,We Try but We Don't Fit In,3.65,1
Day Wave,We Try but We Don't Fit In (Live from Spotify House SXSW '16),0.03,1
Dayglow,"Dear Friend,",2.37,1
Dayglow,Like Ivy,2.56,1
Dayglow,Like She Does,4.02,1
Dayglow,Moving Out,3.01,1
Dayglow,Nicknames,3.4,1
Dayglow,Radio,0.12,1
Dayglow,Stops Making Sense,1.37,1
Dayglow,Strangers,2.88,1
Dayglow,Talking To Light,0.25,1
Dear and the Headlights,Sweet Talk,0.3,1
Death Cab for Cutie,Here to Forever,0.02,1
Death Cab for Cutie,I Don’t Know How I Survive,0.06,1
Death Cab for Cutie,I Will Follow You into the Dark,0.05,1
Death Cab for Cutie,The Ghosts of Beverly Drive,0.05,1
Death Cab for Cutie,Title and Registration,0.14,1
Death Lens,Paranoid,3.23,1
Deaton Chris Anthony,"RACECAR (feat. Clairo, Coco & Clair Clair)",0.03,1
Deb Never,Sweet & Spice,1.22,1
Deborah Offenhauser,Back to Marie,3.98,1
Declan McKenna,My House,4.23,1
Deerhoof,Running Thoughts,0.23,1
Dehd,Dying For,2.54,1
Dehd,Loner,1.21,1
Dehd,Loner - Protomartyr Remix,2.23,1
Del Water Gap,Sorry I Am,4.05,1
Denzel Curry,Melt Session #1 [Feat. Robert Glasper],0.61,1
Destroy Boys,I Threw Glass at My Friend's Eyes and Now I'm on Probation,0.02,1
Dev Lemons,Autopilot,1.19,1
Dexter and The Moonrocks,Couch,0.18,1
Dexys Midnight Runners,Come On Eileen,4.23,1
Dexys Midnight Runners,Come On Eileen - Single Edit,0.42,1
Dibyo,a short lofi nightmare,1.12,1
Diddy,"Diddy Rock (feat. Timbaland, Twista & Shawnna)",0.68,1
Die Toten Hosen,Hier kommt Alex,0.16,1
Dierks Bentley,5-1-5-0,0.07,1
Diiolme,Arizona Night,2.77,1
Dijon,Big Mike's,4.59,1
Dijon,Drunk,3.2,1
Dijon,Many Times,2.12,1
Dijon,Rodeo Clown,3.39,1
Dijon,Skin,3.84,1
Dijon,Talk Down,2.53,1
Dijon,Violence),3.11,1
Dikembe,Hood Rat Messiah,3.19,1
Dillon Francis,Get Low,0.19,1
Dillon Francis,Get Low - Aazar Remix,0.03,1
Dillon Francis,Once Again,2.67,1
Dillon Francis,Reaching Out,2.24,1
Dillon Francis,Real Love,2.25,1
Dillon Francis,Touch,2.96,1
Dimension 32,Aeolia,2.83,1
Dimension 32,Celestial Spin,2.66,1
Dimension 32,Lunar Rotations,2.52,1
Dimension 32,Trust Fall,2.4,1
Dimension 32,Wind Tales,2.53,1
Dimitri Vegas & Like Mike,Turn It Up (feat. Wolfpack) - Pelari TRAP Remix,3.28,1
Diplo,Heartless (feat. Morgan Wallen),0.09,1
Diplo,Revolution (feat. Faustix & Imanos and Kai) - Unlike Pluto Remix,3.3,1
Dirty Art Club,Girls In June,2.49,1
Disco Fries,Open Your Eyes (Revelation) - Psychic Type Remix,1.8,1
Dizzee Rascal,Bonkers,0.02,1
Djo,Roddy,0.01,1
Doja Cat,Candy,0.5,1
Doja Cat,Need to Know,1.88,1
Doja Cat,Roll With Us,0.01,1
Dojen Mirror,New Actress,1.99,1
Dominic Fike,She Wants My Money,0.03,1
Dominic Fike,Wurli,2.51,1
Domo Genesis,December Coming,0.01,1
Don't Hang Me,Blame It on the Night,0.61,1
Donovan Wolfington,Ollie North,0.09,1
Donovan Woods,"Portland, Maine",0.02,1
Dontcry,Became,0.09,1
Dontcry,Distant Memory,1.86,1
Dontcry,Edamame,1.49,1
Dontcry,Ethereal,1.7,1
Dope,Nothing For Me Here,0.92,1
Dori Valentine,INC.,3.78,1
Dorothy Ashby,Come Live With Me,2.62,1
Dosi,Fever,2.63,1
Dosi,Mystery,2.35,1
Dove Cameron,Boyfriend,0.02,1
Dowsing,Midwest Living,2.67,1
Dr. Dundiff,Pink Night Sky,2.67,1
Dr. Dundiff,Winter Love,2.78,1
Draa,Losing My Charm,2.59,1
Drainers,Smells Like Teen Spirit,2.73,1
Drake,Best I Ever Had,2.85,1
Drake,Cameras / Good Ones Go Interlude - Medley,5.58,1
Drake,Doing It Wrong,3.23,1
Drake,Flight's Booked,0.22,1
Drake,IMY2 (with Kid Cudi),0.72,1
Drake,Jimmy Cooks (feat. 21 Savage),0.04,1
Drake,Knife Talk (with 21 Savage ft. Project Pat),1.29,1
Drake,Liability,0.04,1
Drake,Look What You've Done,5.03,1
Drake,Massive,0.13,1
Drake,Nice For What,0.32,1
Drake,Sticky,0.08,1
Drake,The Ride,5.85,1
Drake,Wants and Needs (feat. Lil Baby),3.22,1
Drake,You Only Live Twice (with Lil Wayne & Rick Ross),0.03,1
Dreamy Days,Dreamy Clouds,2,1
Drivotra,The Sky's Awake,0.11,1
Dropkick Murphys,Time To Go,2.89,1
Drxnk,Fields,1.87,1
Dryjacket,Epi Pen Pals,3.03,1
Dua Lipa,New Rules - Alison Wonderland Remix,4.39,1
Dustin Lynch,Where It's At,3.4,1
Dusty Cubby,Cwasont,3.48,1
Dusty Diamond Trio,Going Our Separate Ways,4.14,1
E I S U,Sheets,2,1
EDEN,sex,0.04,1
EFÉ,Loving Girl,0.18,1
ENRA,Amber,1.49,1
ENRA,Anywhere But Here,2.42,1
ENRA,Old Feelings,2.54,1
ENRA,Places,2.83,1
Eartha Kitt,Santa Baby,3.44,1
Eartheater,Spill The Milk,2.06,1
Ed Maverick,siempreestoypati,3.44,1
Ed Sheeran,Afire Love,5.05,1
Ed Sheeran,Autumn Leaves - Deluxe Edition,0.45,1
Ed Sheeran,Even My Dad Does Sometimes,0.05,1
Ed Sheeran,I'm a Mess,3.96,1
Ed Sheeran,Kiss Me,0.21,1
Ed Sheeran,Lego House,3.08,1
Ed Sheeran,Nina,2.14,1
Ed Sheeran,Photograph,0.21,1
Ed Sheeran,Shivers (Dillon Francis Remix) [Main Mix],2.13,1
Ed Sheeran,Sing,0.01,1
Ed Sheeran,Take It Back,3.47,1
Ed Sheeran,The City,0.02,1
Ed Sheeran,Thinking out Loud,0.04,1
Ed Sheeran,Tides,0.63,1
Ed Sheeran,"You Need Me, I Don't Need You - Live at the Bedford",0.24,1
Eddie Money,Take Me Home Tonight,0.14,1
Eddie Money,Two Tickets to Paradise (2022 Remaster),3.72,1
Edith Whiskers,Home,0,1
Edward Sharpe & The Magnetic Zeros,Home,3.39,1
Eilean Mòr,Привычки,0.1,1
El Simbolo,1 2 3,0.35,1
El Simbolo,Levantando las Manos,0.58,1
El Simbolo,Movimento Sexy,0.02,1
El Simbolo,Pa'delante Pa'tras (De Reversa),0.12,1
Elder Brother,No Reason,2.42,1
Elder Brother,Throw Me to the Wolves,3.91,1
Electrelane,Enter Laughing,0.17,1
Elias Braun,Daybreak,0.51,1
Elijah Lee,Flying Away,2.43,1
Elijah Lee,Lost in Thought,2.67,1
Elijah Lee,Trapped In My Mind,2.28,1
Elior,Discover,0.04,1
Elior,Ships,1.53,1
Ella Fitzgerald,Autumn In New York,5.94,1
Ella Fitzgerald,Blue Moon,3.22,1
Ella Fitzgerald,I've Got My Love To Keep Me Warm,2.47,1
Elliott Smith,Between the Bars,2.35,1
Elliott Smith,Satellite,2.43,1
Eloise,Intertwined,0.57,1
Elton John,I'm Still Standing,0.02,1
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",0.01,1
Elton Willis Trio,I Can’t Get Started,4.41,1
Elvis Crespo,Suavemente,4.44,1
Elvis Depressedly,Madison Acid,2,1
Emelie Smith,Cherry Blossom,2.4,1
Emily Yacina,Bad Kid,1.93,1
Eminem,Kim,3.01,1
Emma Jackson,The Way Home,3.07,1
Emmett Mulrooney,Fool,0.23,1
Emmy Meli,I AM WOMAN,0.41,1
Emperor X,"10,000-Year Earworm to Discourage Resettlement Near Nuclear Waste Repositories (Don't Change Color, Kitty)",0.04,1
Emperor X,Garbage Shaft Floor-by-Floor,0.08,1
Emperor X,Sad React,0.68,1
Enjambre,Elemento,2.33,1
Enjoy,I've Wasted So Much Time,2.74,1
Enluv,Cloud Studies,2.49,1
Enluv,Frozen Over,2.27,1
Enter Shikari,satellites* *,0.01,1
Epektase,passing by,2.57,1
Epona,Misty,1.87,1
Eric B. & Rakim,Paid In Full,0.2,1
Eric Church,Springsteen,4,1
Erin Bee,after school,2.22,1
Escape the Fate,Situations,3.13,1
Escape the Stake,Ashes,4.24,1
Esperanza Spalding,Precious,4.39,1
Estelle,American Boy,2.19,1
Esteman,Para Siempre,0.2,1
Ethel Cain,Family Tree (Intro),0.01,1
Ethereal,No Way,0.1,1
Etta Marcus,Hide & Seek,3.69,1
Evanescence,Bring Me To Life,3.93,1
Evanescence,Call Me When You're Sober,0.52,1
Evanescence,My Heart Is Broken,1.02,1
Evergreen,Lost Sleep,1.91,1
Every Time I Die,We'rewolf,0.02,1
FKA twigs,cellophane,0.43,1
FLOOR CRY,Wash,0.09,1
Fake Tides,Girls,2.84,1
Fall Out Boy,Centuries,0.23,1
Fall Out Boy,"Sugar, We're Goin Down",3.82,1
Fallen Roses,Bittersweet,3.05,1
Falling In Reverse,Fashionably Late,0.33,1
Far Caspian,Attempt,0.48,1
Far Caspian,Between Days,2.7,1
Far Caspian,Blue,3.43,1
Faye Webster,I Know I'll Find You One Day,0.2,1
Faye Webster,I Know I'm Funny haha,2.73,1
Faye Webster,"If You Need To, Keep Time on Me - Recorded At Electric Lady Studios",0.07,1
Faye Webster,Is It Too Much To Ask,0.21,1
Faye Webster,Kind Of (Type of Way),0.77,1
Fazerdaze,Jennifer,2.79,1
Fazerdaze,Little Uneasy,3.73,1
Fazerdaze,Reel,3.42,1
Felix Räuber,Woodlands - Solo Piano,2.55,1
Felly,Weak Hearts,2.64,1
Fergie,Fergalicious,3.59,1
Fetty Wap,679 (feat. Remy Boyz),1.45,1
Field Medic,-h-o-u-s-e-k-e-y-z-,3.47,1
Field Medic,HEADCASE,2.3,1
Field Medic,OTL,2.96,1
Field Medic,chamomile,3.9,1
Field Medic,everyday'z 2moro,3.28,1
Field Medic,it's still you.,6.7,1
Field Medic,"me, my gibberish, & the moon",2.09,1
Field Medic,older now (it hurts),1.28,1
Field Medic,p e g a s u s t h o t z,1.82,1
Field Medic,tombstone poetry,3.67,1
Field Medic,used 2 be a romantic,2.67,1
Fievel Is Glauque,Bring Me to Silence,1.72,1
Fishmans,IN THE FLIGHT - Live,0.16,1
Fishmans,ひこうき - Live,0.01,1
Fishmans,ナイトクルージング - Live,0.04,1
Fishmans,幸せ者 - Live,0.12,1
Fishmans,頼りない天使 - Live,0.03,1
Fitz and The Tantrums,HandClap,0.04,1
Fitz and The Tantrums,Spark,0.19,1
Flatsound,By Your Side,3.32,1
Fleet Foxes,Blue Ridge Mountains,0.75,1
Flo Rida,Low (feat. T-Pain),3.86,1
Flo Rida,My House,0.01,1
Flo Rida,Whistle,0.03,1
Floating Room,Held Open Door,2.85,1
Flobots,Handlebars,3.45,1
Florence + The Machine,Cosmic Love,0.03,1
Florence + The Machine,King,0.15,1
Florida Georgia Line,Sippin’ On Fire,0.03,1
Florist,White Light Doorway,2.01,1
Flosstradamus,Prison Riot,1.99,1
Flovry,Becoming,2.77,1
Flower Face,Angela,0.07,1
Flowers Taped To Pens,North Migration,3.8,1
Flughand,Feblu,1.56,1
Flughand,fugla,2.06,1
Flume,Never Be Like You (feat. Kai),0.16,1
Flume,The Difference,0.19,1
Flyleaf,Again,0.91,1
Flyleaf,All Around Me,3.31,1
Flyleaf,Fully Alive,0.18,1
Fog Lake,Holy Cross,3.09,1
Fog Lake,Push,2.37,1
Foghat,Slow Ride,0.04,1
Foo Fighters,Aurora,0.02,1
Foo Fighters,Breakout,2.01,1
Foo Fighters,Congregation,0,1
Foo Fighters,Dear Rosemary,0.11,1
Foo Fighters,I'll Stick Around,3.88,1
Foo Fighters,Low,0.18,1
Foo Fighters,Making A Fire,1.52,1
Foo Fighters,My Hero,2.68,1
Foo Fighters,Stranger Things Have Happened,5.35,1
Foo Fighters,Wheels,0.02,1
Forests,"At The End Of The Day, It's Night",0.02,1
Forests,Cup of Tea,1.26,1
Forests,Fool of Hell,4.07,1
Forests,How's Leaving Coming Along?,4.48,1
Forests,Resting Peach Face,3.67,1
Forests,Snowball,3.17,1
Forests,"Who Cares, Really?",0.53,1
Forgetting Yesterday,30,2.97,1
Fort Minor,Remember the Name (feat. Styles of Beyond) - Live from Sessions@AOL,0.81,1
Forth Wanderers,Slop,3.95,1
Foster The People,Pick U Up,0.07,1
Foster The People,Sit Next to Me,0.31,1
Fountains Of Wayne,Stacy's Mom,0.25,1
Fox Academy,Hornet,0.2,1
Fox Academy,Nascar,2.11,1
Foxing,Indica,4.61,1
Foxing,The Magdalene,4.03,1
Foxing,The Medic,0.25,1
Frances Forever,paranoia party,0.07,1
Frances Forever,space girl (feat. chloe moriondo),0.12,1
Francis and the Lights,May I Have This Dance,0.06,1
Frank Ocean,Godspeed,2.17,1
Frank Ocean,Pilot Jones,0.03,1
Frank Ocean,Pink Matter,0.1,1
Frank Sinatra,Goodbye (She Quietly Says) - 2022 Mix,3.21,1
Frank Sinatra,I'll Never Smile Again,3.17,1
Frank Sinatra,I've Got You Under My Skin - Remastered 1998,3.73,1
Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),2.59,1
Frank Sinatra,Mistletoe And Holly,1.71,1
Frank Sinatra,My Funny Valentine - Remastered,2.51,1
Frank Sinatra,My Way,0.11,1
Frankie Cosmos,So Blue,2.34,1
Freddie Gibbs,"Piñata (feat. Domo Genesis, G-Wiz, Casey Veggies, Sulaiman, Meechy Darko, Mac Miller)",0,1
Free Cake For Every Creature,For You,2.43,1
Freedom Fry,Shaky Ground,0.13,1
Friendship,Ugly Little Victory,3.46,1
Frogman,Mirage,1.98,1
From First To Last,Emily,0.74,1
From Indian Lakes,Awful Things,3.55,1
From Indian Lakes,Cover My Eyes,0.66,1
From Indian Lakes,No One Else,2.17,1
Fthmlss,Antiphon,2.44,1
Fu Manchu,California Crossing,3.56,1
Fuel,Shimmer,0.01,1
Funeral Advantage,C.E.O.T.7.K.,2.33,1
Future Crib,Astronaut,3.1,1
Future Crib,Our Place,1.56,1
Future Crib,Queen Float,1.8,1
Future Islands,Seasons (Waiting on You),0.56,1
G Mills,Keyframe,2.91,1
G-Eazy,Still Be Friends (feat. Tory Lanez & Tyga),0.38,1
Garden City Movement,My Only Love,3.45,1
Garden City Movement,Rini,0.33,1
Gareth Dickson,"Song, Woman and Wine",0.88,1
Gary Clark Jr.,Come Together,1.68,1
Gary Clark Jr.,Things Are Changin' - Live,0.31,1
Gary Hobbs,Las Miradas,0.04,1
Gavin DeGraw,Not Over You,3.44,1
Gene Hart Trio,Pensativa,4.79,1
Generationals,In Green (feat. Sarah Quintana),0.05,1
Genevieve Stokes,Can I,3.02,1
George Harrison,My Sweet Lord - Remastered 2014,0.5,1
George Strait,All My Ex's Live In Texas,0.34,1
George Strait,Check Yes Or No,0.09,1
George Strait,Cold Beer Conversation,0.02,1
George Strait,I Cross My Heart - Pure Country Soundtrack Version,0.01,1
George Strait,Write This Down,0.04,1
George Strait,You Look So Good In Love,0.03,1
Geowulf,Saltwater,2.6,1
German Error Message,What Welcoming,2.21,1
Gerry Rafferty,Right Down the Line,2.7,1
Gestalt Girl,I Script,4.43,1
Gesu No Kiwami Otome,スレッドダンス,0.45,1
Gesu No Kiwami Otome,ハツミ,0.2,1
Gillian Spencer Trio,Desire,4,1
Ginger Root,Belleza,0.22,1
Ginger Root,City Slicker,0.32,1
Ginger Root,Loneliness,3.45,1
Ginger Root,Loretta - 日本語 version,1.93,1
Ginger Root,Over the Hill,2.8,1
Ginger Taylor,Seaside Arms,3.42,1
Ginger Taylor,Some Fates,0.75,1
Giraffage,Maybes - RAC Mix,0.4,1
Girl K,For Now,2.29,1
Gladie,Hit the Ground Running,2.14,1
Gleemer,Shoulder Pads,2.47,1
Glenda,Talking Walls,1.19,1
GlobulDub,Sail,2.45,1
Glocca Morra,Eat the Fucking Snow,6.51,1
Glorietta,I Know,1.04,1
Go Radio,Forever My Father,0.02,1
Goland,Collide,2.3,1
Good Charlotte,I Don't Wanna Be In Love (Dance Floor Anthem),0.05,1
Good Charlotte,Lifestyles of the Rich & Famous,0.04,1
Good Charlotte,The Anthem,0.23,1
Good Charlotte,The River,0.13,1
Goodnyght,dreams,2.22,1
Goodnyght,early morning,2.42,1
Goodnyght,time for bed,2.33,1
Gorillaz,Clint Eastwood,0.15,1
Gorillaz,El Mañana,2.16,1
Gorillaz,New Gold (feat. Tame Impala and Bootie Brown),0.48,1
Gorillaz,New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,0.15,1
Gorillaz,November Has Come,1.23,1
Goson,Broken Angel,2.58,1
Goson,Ephemeral,0.13,1
Goson,Let It Out,2.35,1
Goson,Since You Left,2.25,1
Goth Babe,Casita,0.05,1
Goth Babe,Dazed,3.13,1
Gottfried Barber Trio,What A Little Moonlight Can Do,2.55,1
Gotye,Eyes Wide Open,0.11,1
Gr8 beats,Caldera,1.6,1
Grace Ives,Babyyy,1.78,1
Grace Ives,Mirror,1.93,1
Grady,kissing girls,0.99,1
Grady Strange,I Listen to Your Radio Show at Night,0.02,1
Gram Parsons,A Song for You - 2002 Remaster,0.31,1
Grandmaster Flash,The Message,3.34,1
Green Day,American Idiot,2.97,1
Green Day,Wake Me up When September Ends,2.91,1
Greer,Song for Me,0.13,1
Greg Paterson,detour ahead,0.26,1
Gregory Alan Isakov,San Luis,3.55,1
Gromo,Napoleon Hill,0.32,1
Group Nameless,Still,0.24,1
Grown Bones,False Crab,4.06,1
Grupo Limite,Ay! Papacito,0.3,1
Guilherme Veroneze,Opus 36,2.85,1
Gulfer,Fading,2.59,1
Guns N' Roses,Sweet Child O' Mine,0.04,1
Gus Dapperton,First Aid,0.94,1
Gus Dapperton,Medicine,0.77,1
Gus Dapperton,Of Lacking Spectacle,3.41,1
Guster,Satellite,0.02,1
Guy Lombardo,Auld Lang Syne,0.32,1
Gwen Stefani,Hollaback Girl,3.33,1
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),3.01,1
H.1,Timeless,2.23,1
HAIM,Days Are Gone,3.56,1
HAIM,Don't Save Me,3.84,1
HAIM,Don't Wanna,3.03,1
HAIM,Forever,4.09,1
HAIM,Honey & I,4.17,1
HAIM,If I Could Change Your Mind,3.82,1
HAIM,My Song 5,2.1,1
HAIM,Want You Back,3.87,1
HBO's The Last of Us Podcast,Episode 4 - “Please Hold To My Hand”,33.19,1
HILMA,Daydream,2.26,1
HUNNY,Televised,3.25,1
HYPEMOM,Stairway,2.42,1
Haley Blais,Too Good,3.59,1
HalfNoise,Boogie Juice,0.48,1
Halsey,Dominic’s Interlude,0.16,1
Hana Eid,Dancing to The Smiths,2.69,1
Hana Eid,Let Down,0.32,1
Hank Jones,Over The Rainbow,4.93,1
Hans Zimmer,Dreaming of the Crash,0.11,1
Hans Zimmer,I've Got Her Hostage/Stunts On Wheels,0.23,1
Hans Zimmer,Interstellar Suite: Part 1 - Live,0.54,1
Hanson,What Christmas Means To Me,0.02,1
Happy Accidents,Wait It Out,1.03,1
Happy Diving,Sad Planet,2.91,1
Hara Noda,Seven Falls,4.08,1
Hara Noda,The Beauty of Everyday Things,3.38,1
Harmless,Cool Kids,3.48,1
Harmless,If You Could,2.75,1
Harmless,Lonely Summer,4.09,1
Harmless,Pier Café,1.11,1
Harmless,Pretty Bones,3.28,1
Harmless,Swing Lynn - Fallen Roses Lofi Remix,2.29,1
Harmonious Nature,Luscious Rain,0.13,1
Harry James,You Made Me Love You,3.21,1
Harry Styles,As It Was,2.79,1
Harry Styles,Cherry,0.04,1
Harry Styles,Daylight,0.01,1
Harry Styles,Golden,0.37,1
Harry Styles,Keep Driving,1.48,1
Harry Styles,Late Night Talking,2.97,1
Harry Styles,Music For a Sushi Restaurant,2.78,1
Harry Styles,"Sunflower, Vol. 6",0.03,1
Hassle Hound,Rickety Venue,0.98,1
Hatchie,Crush,3.66,1
Hatchie,Quicksand,4.2,1
Hater,Blushing,4.66,1
Haunter,Stay Close,4.33,1
Hayley Williams,Asystole,0.1,1
Hayley Williams,Crystal Clear,3.55,1
Hayley Williams,No Use I Just Do,0.08,1
Hayley Williams,Simmer,1.1,1
