artistName,trackName,total_mins_played,total_streams
Taking Back Sunday,My Name Is Jonas,3.28,1
Taking Back Sunday,New Again,0,1
Taking Back Sunday,There's No 'I' In Team - Remastered,0.04,1
Taking Back Sunday,Tidal Wave,0.01,1
Taking Back Sunday,What's It Feel Like To Be A Ghost?,0.04,1
Taking Back Sunday,You Can't Look Back,0.54,1
Taking Back Sunday,You're So Last Summer,0.05,1
Taking Back Sunday,Your Own Disaster (Live Acoustic TAYF10) [Bonus],0.07,1
Talented Mr Tipsy,Ritual,2.51,1
Talib Kweli,Push Thru,0.62,1
Tame Impala,Be Above It,3.37,1
Tame Impala,H.f.g.w (Canyons Drunken Rage),0.03,1
Tame Impala,Is It True,3.99,1
Tame Impala,Keep On Lying,1.12,1
Tame Impala,Music To Walk Home By,5.2,1
Tame Impala,On Track,0.81,1
Tanukichan,This Time,2.92,1
Tatami Construct,hourglass,2.72,1
Tatami Construct,park bells,0.42,1
Tate Jackson Trio,It's In The Middle Of The Night,3.65,1
Tate Jackson Trio,Like Someone in Love,3.59,1
Tawny Peaks,Collect Calling,4.66,1
Taylor Swift,Afterglow,0.03,1
Taylor Swift,All Too Well,2.53,1
Taylor Swift,All Too Well (10 Minute Version) (The Short Film),3.91,1
Taylor Swift,All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,0.21,1
Taylor Swift,All Too Well (Taylor's Version),0.12,1
Taylor Swift,Anti-Hero (feat. Bleachers),2.8,1
Taylor Swift,Begin Again,0,1
Taylor Swift,Bejeweled,3.24,1
Taylor Swift,Better Man (Taylor's Version) (From The Vault),0.08,1
Taylor Swift,Call It What You Want,0.05,1
Taylor Swift,Cornelia Street - Live From Paris,0.05,1
Taylor Swift,Cruel Summer,0.08,1
Taylor Swift,Dancing With Our Hands Tied,0.04,1
Taylor Swift,Daylight,0,1
Taylor Swift,Death By A Thousand Cuts,0.05,1
Taylor Swift,Death By A Thousand Cuts - Live From Paris,0.09,1
Taylor Swift,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),4.09,1
Taylor Swift,False God,0.04,1
Taylor Swift,Fearless,0.02,1
Taylor Swift,Fifteen,0.03,1
Taylor Swift,Forever & Always (Taylor’s Version),0.11,1
Taylor Swift,Forever Winter (Taylor's Version) (From The Vault),0.02,1
Taylor Swift,Getaway Car,0.17,1
Taylor Swift,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),0.07,1
Taylor Swift,I Did Something Bad,0.11,1
Taylor Swift,I Wish You Would,0.15,1
Taylor Swift,It’s Nice To Have A Friend,0.17,1
Taylor Swift,Karma,3.41,1
Taylor Swift,Labyrinth,4.13,1
Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),0.05,1
Taylor Swift,Mastermind,0.28,1
Taylor Swift,Midnight Rain,2.66,1
Taylor Swift,Mine,0.04,1
Taylor Swift,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),4.29,1
Taylor Swift,Only The Young - Featured in Miss Americana,0.05,1
Taylor Swift,Paper Rings,0.55,1
Taylor Swift,Picture To Burn,0.02,1
Taylor Swift,Red,2.48,1
Taylor Swift,Soon You’ll Get Better (feat. The Chicks),0.13,1
Taylor Swift,Sweet Nothing,3.14,1
Taylor Swift,The Archer,0.1,1
Taylor Swift,The Other Side Of The Door (Taylor’s Version),0.02,1
Taylor Swift,The Story Of Us,0.09,1
Taylor Swift,The Very First Night (Taylor's Version) (From The Vault),0.03,1
Taylor Swift,Vigilante Shit,2.75,1
Taylor Swift,You Belong With Me (Taylor’s Version),3.85,1
Taylor Swift,"You're On Your Own, Kid",3.24,1
Taylor Swift,august - the long pond studio sessions,3.91,1
Taylor Swift,betty - the long pond studio sessions,4.83,1
Taylor Swift,cardigan - the long pond studio sessions,3.84,1
Taylor Swift,closure,0.06,1
Taylor Swift,cowboy like me,0.02,1
Taylor Swift,exile (feat. Bon Iver) - the long pond studio sessions,0.14,1
Taylor Swift,gold rush,0.03,1
Taylor Swift,happiness,0.04,1
Taylor Swift,ivy,0.05,1
Taylor Swift,long story short,0.39,1
Taylor Swift,seven - the long pond studio sessions,1.18,1
Taylor Swift,the lakes - bonus track,1.85,1
Taylor Swift,the lakes - original version,0.18,1
Taylor Swift,the last great american dynasty - the long pond studio sessions,0.55,1
Taylor Swift,tolerate it,0.01,1
Taylor Swift,willow - 90's trend remix,0.14,1
Teaadora,The Only One,0.14,1
Team Astro,Daylight,3.03,1
Team Astro,Empty Shelves,2.57,1
Team Astro,Stop Calling Me Cute,2.64,1
Tearjerker,Faded,3.84,1
Ted Ross Quartet,Socks And Sandals,3.65,1
Teebs,While You Doooo,1.52,1
Teen Suicide,Living Proof,1.47,1
Teen Suicide,haunt me (x 3),0.01,1
Tenacious D,Tribute,3.44,1
Tenno,Healing River,0.12,1
Tenno,Komorebi,3.04,1
Tenno,Overgrown,2.3,1
Tenno,The Guiding Wind,3.23,1
Tenno,Warm Sleep,2.94,1
Teo,Lost Islands,2,1
Thaehan,Why Am I Here,2.86,1
"Thank You, I'm Sorry",Follow Unfollow,0.09,1
"Thank You, I'm Sorry",How Many Slugs Can We Throw Against the Wall Until We Question Our Own Morality,0.18,1
"Thank You, I'm Sorry",How Many Slugs Can We Throw Against the Wall Until We Question Our Own Mortality,0.06,1
That Is Good,Make It Work,4.3,1
The 1975,"An Encounter - Live From The O2, London. 16.12.16",0.78,1
The 1975,"Girls - Live From The O2, London. 16.12.16",0.09,1
The 1975,"Lostmyhead - Live From The O2, London. 16.12.16",5.69,1
The 1975,"Please Be Naked - Live From The O2, London. 16.12.16",3.58,1
The 1975,"Robbers - Live From The O2, London. 16.12.16",4.06,1
The 1975,"She's American - Live From The O2, London. 16.12.16",4.7,1
The 1975,Somebody Else - Alt Edit,0.13,1
The 1975,"Somebody Else - Live From The O2, London. 16.12.16",4.12,1
The Academic,Acting My Age,3.71,1
The Aces,Stuck,0.35,1
The All-American Rejects,It Ends Tonight,2.25,1
The Avalanches,The Divine Chord,0.41,1
The Avett Brothers,Paranoia in B Major,0.05,1
The Band,The Weight - Remastered 2000,0.05,1
The Band CAMINO,Daphne Blue,0.02,1
The Band CAMINO,EVERYBODYDIES,0.27,1
The Band CAMINO,Roses,0.18,1
The Bangles,Hazy Shade of Winter,0.21,1
The Basics,Sound Off,0.1,1
The Beach Boys,Little Saint Nick,0.03,1
The Beaches,Grow Up Tomorrow,2.88,1
The Beatles,Blackbird - Remastered 2009,2.31,1
The Beatles,Come Together - Remastered 2009,0.31,1
The Beatles,Hey Jude - Remastered 2015,0.02,1
The Beths,Future Me Hates Me,0.02,1
The Beths,"Mars, the God of War",2.89,1
The Big Small Boy,Queen Bee,0.45,1
The Black Keys,Black Mud,1.59,1
The Black Keys,Everlasting Light,3.05,1
The Black Keys,Go,0,1
The Black Keys,Gold on the Ceiling,0.06,1
The Black Keys,Little Black Submarines,0.03,1
The Black Keys,Lo/Hi,0.32,1
The Black Keys,Next Girl,3.3,1
The Black Keys,She's Long Gone,3.1,1
The Black Keys,Shine A Little Light,0.21,1
The Black Keys,Weight of Love,0.78,1
The Brobecks,Better Than Me,0.01,1
The Browns,American Werewolf in Calgary,2.31,1
The Cardboard Swords,Brian's Song,3.78,1
The Career Contessa Podcast,"How to Become a Data Analyst: Salary, Skills, & More",40.16,1
The Cat's Miaow,Phoebe,0.05,1
The Chainsmokers,#SELFIE,1.05,1
The Chainsmokers,Paris,3.47,1
The Chemical Brothers,Star Guitar,0.35,1
The Clean,Anything Could Happen,0.02,1
The Colourist,Little Games,2.7,1
The Cranberries,Dreaming My Dreams,1.36,1
The Cry,Starting Again,1.57,1
The Cure,Friday I'm in Love,0.99,1
The Cure,Just like Heaven,3.53,1
The Daily,How Two Friends Beat Amazon and Built a Union,0.2,1
The Daily,Twitter’s Elon Musk Problem,21.61,1
The Dangerous Summer,The Permanent Rain,0.03,1
The Decemberists,California One / Youth and Beauty Brigade,0.02,1
The Devil Wears Prada,Dez Moines,0.82,1
The Doors,Five to One,0.17,1
The Doozers,Amoeba,0.13,1
The Edgar Winter Group,Free Ride,0.01,1
The Era of Airships,Summer's Warmest Night,0.07,1
The Faction,Skate & Destroy,0.11,1
The Fray,You Found Me,1.69,1
The Front Bottoms,12 Feet Deep,3.75,1
The Front Bottoms,End of summer (now I know),0.03,1
The Front Bottoms,Father (Live),3.43,1
The Front Bottoms,Pale Beneath the Tan (Squeeze),0.03,1
The Front Bottoms,leaf pile,1.57,1
The Game,Martians Vs Goblins,0.04,1
The Garden,Clench To Stay Awake,0.34,1
The Greeting Committee,Hands Down,0.65,1
The Happy Fits,Too Late,3.35,1
The Haunted Youth,Broken,4.71,1
The Haunted Youth,Broken - Tape Version,2.12,1
The Haunted Youth,Gone,0.32,1
The Haunted Youth,Gone - Single Edit,5.22,1
The Haunted Youth,I'm Possessed,0.35,1
The Haunted Youth,Shadows,3.82,1
The Haunted Youth,Teen Rebel,4.3,1
The Head And The Heart,"10,000 Weight in Gold",4.21,1
The Head And The Heart,Honeybee,2.12,1
The Head And The Heart,Rivers and Roads,0.96,1
The Headliner Trio,"I’m Sentimental, After All",2.48,1
The Homecoming,Inhale//Exhale,3.1,1
The Hotelier,Among the Wildflowers,1.29,1
The Howl & The Hum,Hall Of Fame,0.66,1
The Japanese House,Still,0.13,1
The Jungle Giants,Anywhere Else,0.19,1
The Kid LAROI,GO (feat. Juice WRLD),0.05,1
The Kid LAROI,STAY (with Justin Bieber),0.36,1
The Killers,Change Your Mind,1.72,1
The Killers,Runaway Horses (feat. Phoebe Bridgers) - Abridged,0.3,1
The Killers,Smile Like You Mean It,0.04,1
The Killers,When You Were Young,3.67,1
The Knowables,Spacing Out,2.74,1
The Kooks,She Moves In Her Own Way,0.07,1
The Legends,Up!,0,1
The Lenny Ryan Trio,Con Alba,3.29,1
The Lonely Island,Like A Boss,1.78,1
The Lonely Island,We Like Sportz,0.08,1
The Lovin' Spoonful,Do You Believe in Magic?,0.04,1
The Lumineers,BRIGHTSIDE,0.03,1
The Lumineers,Boots Of Spanish Leather,4.7,1
The Lumineers,Classy Girls,2.77,1
The Lumineers,Gloria,0.06,1
The Lumineers,Gun Song,1.2,1
The Lumineers,Nobody Knows,0.04,1
The Lumineers,Slow It Down,1.35,1
The Lumineers,This Must Be The Place (Naïve Melody),0.71,1
The Lumineers,WHERE WE ARE,0.04,1
The Maccabees,Bicycles,1.95,1
The Maine,Bad Behavior,0,1
The Maine,"Dirty, Pretty, Beautiful",0,1
The Maine,Girls Do What They Want,1.95,1
The Maine,I Must Be Dreaming,2.77,1
The Maine,Pretender,0,1
The Maine,We All Roll Along,2.74,1
The Marías,DÁKITI – Spotify Singles,2.62,1
The Marías,Heavy,4.22,1
The Marías,Out for the Night - Live,4.89,1
The Marías,The Mice Inside This Room,0.95,1
The Mellowells,Grass Eater,3.81,1
The Menzingers,I Don't Wanna Be An Asshole Anymore,3.08,1
The Mountain Goats,Picture of My Dress,2.01,1
The Naked And Famous,Young Blood,0.03,1
The Neighbourhood,Baby Came Home 2 / Valentines,0.18,1
The Neighbourhood,Daddy Issues,0.3,1
The Neighbourhood,Jealou$y (feat. Casey Veggies & Kossisko),1.8,1
The Neighbourhood,Softcore,3.44,1
The Night Café,Endless Lovers,3.46,1
The Night Café,You Change with the Seasons,0.02,1
The Northern Empty,Off the Floor,0.21,1
The Obsessives,Bored,0.92,1
The Obsessives,Lala,0.41,1
The Offspring,Want You Bad,0.12,1
The Offspring,Why Don't You Get A Job,0.05,1
The Oh Hellos,Hello My Old Heart,1.22,1
The Ophelias,General Electric,3.55,1
The Paper Kites,For All You Give (feat. Lucy Rose),2.59,1
The Paper Kites,Paint,3.2,1
The Paper Kites,Woodland,2.35,1
The Polyphonic Spree,Light & Day - Radio Edit,1.08,1
The Postal Service,Nothing Better,0.66,1
The Promise Ring,Is This Thing On?,0.08,1
The Punk Service,Schoolicide,0.82,1
The Ready Set,Love Like Woe,1.92,1
The Red Jumpsuit Apparatus,Turn It Over,0.32,1
The Regrettes,Monday,0.07,1
The Rocket Summer,Break It Out,2.79,1
The Ronettes,Sleigh Ride,3.02,1
The Royal Concept,Gimme Twice,3.4,1
The SS-SR,Quicksand,5.07,1
The Scene Aesthetic,The Alamo Is No Place For Dancing,0.05,1
The Script,Breakeven,1.01,1
The Script,Superheroes,0.11,1
The Shins,So Says I,0.33,1
The Shins,The Past and Pending - 2021 Remaster,0.03,1
The Shins,Turn On Me,3.69,1
The Sidekicks,The Kid Who Broke His Wrist,0.32,1
The Slaps,Where Were You Where They Were Also,0.87,1
The Sleeping,Don't Hold Back,0.07,1
The Smashing Pumpkins,Cupid De Locke - Remastered 2012,0.42,1
The Smiths,Ask - 2011 Remaster,0.11,1
The Smiths,Girlfriend in a Coma - 2011 Remaster,0.04,1
The Smiths,Hand in Glove - 2011 Remaster,3.38,1
The Smiths,I Won't Share You - 2011 Remaster,2.89,1
The Smiths,Still Ill - 2011 Remaster,3.36,1
The Smiths,Stop Me If You Think You've Heard This One Before - 2011 Remaster,0.65,1
The Smiths,That Joke Isn't Funny Anymore,0.34,1
The Smiths,Well I Wonder - 2011 Remaster,2.53,1
The Smiths,"William, It Was Really Nothing - 2011 Remaster",2.19,1
The Stone Roses,Sally Cinnamon - Single Mix,1.9,1
The Strokes,Is This It,2.57,1
The Strokes,Last Nite,0.37,1
The Strokes,Machu Picchu,0.1,1
The Strokes,Razorblade,0.01,1
The Strokes,Threat of Joy,4.41,1
The Sugarhill Gang,Rapper's Delight,3.49,1
The Summer Set,Chelsea,0.04,1
The Sundays,Goodbye,0.34,1
The Temper Trap,Fader,0.34,1
The Temper Trap,Sweet Disposition (Vintage Culture & Lazy Bear Remix),0.07,1
The Temptations,Just My Imagination (Running Away With Me),2.58,1
The Tokens,The Lion Sleeps Tonight,0.06,1
The Transgender Experience & Self Love,Transgender Experience: Voices,7.83,1
The Undercover Dream Lovers,A Way Out,0.01,1
The Undercover Dream Lovers,All You Need,0.09,1
The Undercover Dream Lovers,Kind of Love,0.06,1
The Undercover Dream Lovers,Peace Out,1.9,1
The Undercover Dream Lovers,Plane Ride,0,1
The Undercover Dream Lovers,Right Now,1.39,1
The Undercover Dream Lovers,Soon Enough,0.13,1
The Undercover Dream Lovers,Stop & Listen,3.29,1
The Undercover Dream Lovers,Take It from Me,0,1
The Undercover Dream Lovers,The Way You Look,0.01,1
The Used,Cry,0.05,1
The Used,The Taste of Ink,0.01,1
The Vapors,Turning Japanese,0.19,1
The Velveteins,Midnight Surf,3.83,1
The Walters,Goodbye Baby,2.53,1
The Wanted,Glad You Came,2.67,1
The War On Drugs,Holding On,5.31,1
The War On Drugs,Red Eyes,0.2,1
The Weeknd,Best Friends - Remix,0.08,1
The Weeknd,"Here We Go… Again (feat. Tyler, the Creator)",3.37,1
The White Stripes,Fell In Love With a Girl,0,1
The White Stripes,We're Going to Be Friends,0.99,1
The Wisconaut,Hippie Hippie Hourrah,0.15,1
The World's Cause,I'm on Top of the World,0.4,1
The Wrecks,Favorite Liar,0.35,1
The Young Love Scene,Honey,2.17,1
The xx,Angels,0.19,1
The xx,Intro,0.16,1
Theodore Shapiro,Conan Cab,0.13,1
Theodore Shapiro,Skateboard Delivery,0.99,1
Third Eye Blind,Never Let You Go - 2008 Remaster,0.02,1
Thirty Seconds To Mars,From Yesterday,2.71,1
Three Days Grace,Animal I Have Become,1.44,1
Three Days Grace,I Hate Everything About You,1.39,1
Three Four Trio,Evening Silence,4.46,1
Thrice,The Artist In The Ambulance,0.01,1
Thundercat,Funny Thing,1.31,1
Thundercat,Them Changes - Sped Up,0.13,1
Tibeauthetraveler,Bright Lights,2.5,1
Tibeauthetraveler,Childlike Wonder,2.47,1
Tibeauthetraveler,Desire,2.43,1
Tibeauthetraveler,Ember,2.28,1
Tibeauthetraveler,Goodnight,2.94,1
Tibeauthetraveler,Honestly,1.91,1
Tibeauthetraveler,Leaving This Place,2.65,1
Tibeauthetraveler,Soft Breeze,2.41,1
Tibeauthetraveler,The Goodbye,2.76,1
Tibeauthetraveler,Travel Buddies,2.53,1
Tibeauthetraveler,When We're Together,2.07,1
Tibeauthetraveler,soul searching,2.47,1
Tim Atlas,Dive,2.6,1
Timeshares,Dead Birds,0.42,1
Timeshares,Siren Sound,0.65,1
Tiny Moving Parts,Birdhouse,1.35,1
Tiësto,BOOM,2.44,1
Tiësto,Jackie Chan,0.06,1
"Today, Explained",China’s grip on Hollywood,1.71,1
"Today, Explained",The threat of Russian cyberwar,0.01,1
Todd Rundgren,I Saw the Light - 2015 Remaster,0.09,1
Tokyo Police Club,Be Good,2.08,1
Tom Doolie,Rent a Van,2.11,1
Tom Odell,Another Love,0.24,1
Tom Petty and the Heartbreakers,It'll All Work Out,0.09,1
Tom Rosenthal,Got Gold,1.02,1
Tom Rosenthal,Hope - Acoustic,0.61,1
Tom The Mail Man,•NOTDEAD!•,0.01,1
Tommy Lefroy,Flight Risk,0.98,1
Tommy Newport,I Forgive You,0.51,1
Tomás Tomás,Pennies of Dime,3.29,1
Tonion,Snow In April,3.82,1
Tory Lanez,Sorry 4 What? // LV BELT,0.46,1
Tough Stuff,Nate Wants to Party Forever,1.22,1
Towerz,Buds of May,2.72,1
Towerz,Constant,2.72,1
Towerz,Distant Thoughts,0.66,1
Towerz,channel 67,2.91,1
Towerz,choices,3.09,1
Towerz,from me to you,2.84,1
Towerz,mayflower,1.78,1
Towerz,to fall,2.12,1
Trace Mountains,7 ANGELS,3.97,1
Trace Mountains,AMERICA,4.18,1
Trace Mountains,EYES ON THE ROAD,3.9,1
Trace Mountains,HEART OF GOLD,4.91,1
Trace Mountains,IDK,2.41,1
Trace Mountains,IF YOU DO,2.52,1
Trace Mountains,LATE,3.34,1
Trace Mountains,MORNINGSTAR,2.45,1
Trace Mountains,ON MY KNEES,3.54,1
Trace Mountains,Rock & Roll,3.82,1
Trace Mountains,SEEN IT COMING,4.24,1
Trace Mountains,Salty Sweet,2.09,1
Trace Mountains,THE MOON,2.88,1
Trans Questioning Podcast,Trust Your Gut: The Best Worst Advice (10/4/2017),1.86,1
Transient Waves,If You Want to Soar with the Angels,0.08,1
Transplants,California Babylon,4.08,1
Trapland Pat,Big Business Remix (feat. Rick Ross),0.01,1
Trapt,Pride,0.01,1
Travis Scott,Antidote,3.65,1
Travis Scott,wonderful,3.62,1
Trent Reznor and Atticus Ross,3:14 Every Night,1.16,1
Trent Reznor and Atticus Ross,Painted Sun in Abstract,3.49,1
Trent Reznor and Atticus Ross,Pieces Form the Whole,0.24,1
Tristen Longfellow,die kleine Raupe,2.63,1
Troubled Minds,Exit Stage Left,3.83,1
Troye Sivan,Easy (with Kacey Musgraves feat. Mark Ronson),0.25,1
Turnover,Ain't Love Heavy,0.03,1
Turnover,Bored of God / Orlando,3.94,1
Turnover,Ceramic Sky,0.19,1
Turnover,New Scream - Audiotree Live Version,1.61,1
Turnover,No Sun,2.93,1
Turnover,Pray For Me,0.45,1
Turnover,Queen in the River,2.71,1
Turnover,Stone Station,0.06,1
Turnover,Tears of Change,0.38,1
Turnover,Waiting,0.02,1
Turnover,Wither,1.04,1
Turnpike Troubadours,Every Girl,1.54,1
Turnstile,Fazed Out,0.03,1
Turnstile,UNDERWATER BOI,3.08,1
Twenty One Pilots,Fairly Local,3.45,1
Twenty One Pilots,Goner,0.29,1
Twenty One Pilots,Message Man,4,1
Twenty One Pilots,Not Today,3.97,1
Twenty One Pilots,Polarize,3.78,1
Twenty One Pilots,We Don't Believe What's on TV,1.89,1
Twin Peaks,Blue Coupe,0.01,1
Two Door Cinema Club,Are We Ready? (Wreck),2.45,1
Two Door Cinema Club,Blue Light,0.04,1
Two Door Cinema Club,Cigarettes In the Theatre,3.57,1
Two Door Cinema Club,Everybody's Cool,0.05,1
Two Door Cinema Club,Handshake,0.07,1
Two Door Cinema Club,Lavender,0.03,1
Two Door Cinema Club,Lucky - Edit,0.2,1
Two Door Cinema Club,Millionaire - Dan Be Remix,0.03,1
Two Door Cinema Club,New Houses,0.08,1
Two Door Cinema Club,Next Year,0.06,1
Two Door Cinema Club,Sleep Alone,0.06,1
Two Door Cinema Club,Talk - Single Edit,0.04,1
Two Door Cinema Club,The World Is Watching,1.66,1
Two Door Cinema Club,This Is the Life,1.14,1
Two Knights,"It Doesn't Matter Matt, I'm Never Going to Cast Boulderfall",0.67,1
Ty Dolla $ign,Spicy (feat. Post Malone),0.04,1
TyLuv.,Traces of Light,2.65,1
Tyga,Faded,0.02,1
Tyler Childers,All Your'n,0.15,1
Tyler Childers,Lady May,0.23,1
Tyler Farr,Whiskey in My Water,0.04,1
"Tyler, The Creator","Come On, Let's Go (with Nigo)",0.11,1
"Tyler, The Creator",DEATHCAMP (feat. Cole Alexander),0.03,1
"Tyler, The Creator",GROUP B,0.04,1
"Tyler, The Creator",Parking Lot (feat. Casey Veggies & Mike G),0.27,1
"Tyler, The Creator",Potato Salad,3.02,1
"Tyler, The Creator",Rusty (feat. Domo Genesis & Earl Sweatshirt),2.92,1
"Tyler, The Creator",SMUCKERS (feat. Lil Wayne & Kanye West),0.08,1
"Tyler, The Creator",She,0.16,1
Tyson Motsenbocker,Can't Come Home Again,3.82,1
Ultracrush,Swimming,3.29,1
Unamused Dave,Alma Mater,1.24,1
Unamused Dave,Fmyabop!!!,0.63,1
Underoath,Reinventing Your Exit,0.04,1
Up First,"Friday, April 15, 2022",13.68,1
Up First,"Jan 6. Panel On Trump Ties To Rioters, Biden In Israel, Uvalde Surveillance Video",12.74,1
Up First,"Monday, April 18, 2022",13.21,1
Up First,"Monday, April 25, 2022",12.83,1
Up First,"Monday, August 22, 2022",9.38,1
Up First,"Putin In Iran, Record Heatwave In Europe, New ATF Head",13.72,1
Up First,Short Wave: A Physics Legend,0.07,1
Up First,"Thursday June 23, 2022",2.38,1
Up First,"Thursday, April 7, 2022",12.67,1
Up First,"Thursday, December 22, 2022",0.09,1
Up First,"Thursday, June 9, 2022",9.63,1
Up First,"Thursday, March 10, 2022",10.72,1
Up First,"Thursday, March 17, 2022",13.15,1
Up First,"Thursday, May 5, 2022",11.89,1
Up First,"Tuesday, April 12, 2022",8.55,1
Up First,"Tuesday, April 19, 2022",13.32,1
Up First,"Tuesday, April 26, 2022",9.23,1
Up First,"Tuesday, May 3, 2022",12.61,1
Up First,"Wednesday, April 13, 2022",9.49,1
Up First,"Wednesday, April 20, 2022",8.85,1
Up First,"Wednesday, December 21st, 2022",10.81,1
Up First,"Wednesday, March 23, 2022",9.68,1
Up First,"Wednesday, March 9, 2022",12.71,1
Up First,"Wednesday, May 4, 2022",13.25,1
Usher,Bad Girl,0.03,1
Usher,Burn,2.21,1
Usher,Can U Handle It?,0.08,1
Usher,Caught Up,3.34,1
Usher,Confessions,1.94,1
Usher,Confessions Part II,3.3,1
Usher,Follow Me,0.14,1
Usher,Intro,0.03,1
Usher,My Boo,3.72,1
Usher,Red Light,0.03,1
Usher,Seduction,0.04,1
Usher,Superstar,0.13,1
Usher,Superstar - Interlude,0.1,1
Usher,Take Your Hand,0.07,1
Usher,Throwback (feat. Jadakiss),0.14,1
Usher,Truth Hurts,0.02,1
VANO 3000,Running Away,0.24,1
Vacation Manor,A Toast and a Spirit,0.11,1
Vacation Manor,You,0.22,1
Valencia,The Space Between,0.03,1
Vampire Weekend,Campus,0.02,1
Vampire Weekend,How Long?,0.2,1
Van Halen,Hot for Teacher - 2015 Remaster,2.53,1
Vansire,Evening Light,1.18,1
Vansire,Reflection No. 6,1.73,1
Vansire,The Latter Teens,3.69,1
Vendla,October 22nd,3.77,1
Verandah,エニウェア,0.15,1
Verzache,The Loser,2.19,1
Verzache,Waiting for You,0.23,1
Videoclub,Amour plastique,3.78,1
Vijay Iyer,Children Of Flint,0.62,1
Villagers,My Lighthouse,0.82,1
Vince Guaraldi Trio,Christmas Time Is Here,4.23,1
Vince Guaraldi Trio,O Tannenbaum,0.02,1
Vista Kicks,Marceline,3.86,1
Vistas,Hold Me,1.42,1
Voxtrot,The Start of Something,0.01,1
WALK THE MOON,Anna Sun,0.06,1
WALK THE MOON,Jenny,0.02,1
WALK THE MOON,Shut Up and Dance,0,1
WAYNE SNOW,Rosie,3.25,1
WILLIS,CranMango,2.92,1
WILLOW,Wait a Minute!,2.37,1
WYS,By The Pool,0.12,1
WYS,Harbour,0.71,1
WYS,Nautilus,2.82,1
WYS,Spanish Castle,2.68,1
WYS,Unspoken,2.69,1
WYS,Washed Out,2.84,1
WYS,Wild Horses,2.87,1
Wabie,Hey Lover!,2.71,1
Wacotron,Hole In A Cup,2.14,1
Wallows,It's Only Right,0.05,1
Wallows,Just Like A Movie,4.13,1
Walter Etc.,Gloom Cruise,0.18,1
Walter Etc.,Little White Lighters,0.67,1
Walter Etc.,Me Vs. the Algorithm,3.83,1
Wasuremono,Are You OK?,0.02,1
Waterparks,Stupid for You,0,1
We Love You,Cursed,2.64,1
Weezer,(Girl We Got A) Good Thing,0.06,1
Weezer,A Little Bit of Love,0.32,1
Weezer,Africa,3.98,1
Weezer,Angels On Vacation,0.14,1
Weezer,El Scorcho,2.67,1
Weezer,Hash Pipe,3.11,1
Weezer,My Name Is Jonas,2.93,1
Weezer,Opening Night,1.17,1
Weezer,Thank God for Girls,2.75,1
Wendy Lane,Dreams,3.23,1
Westside Gunn,Bash money (feat. Lil Wayne),0.02,1
Wet,Clementine,3.61,1
Wet Leg,Chaise Longue,3.28,1
Weyes Blood,"It's Not Just Me, It's Everybody",1.43,1
"Whatever, Dad",Waffles,1.32,1
While She Sleeps,Silence Speaks,0.06,1
White Noise Sleep Sounds by Tmsoft,Best Comfort Box Fan on Low 9 Hours,0.51,1
Whodini,Friends,0.9,1
Wild Rivers,Thinking 'Bout Love,3.32,1
Wildflower Trio,The Wind,3.12,1
Will Rivers Trio,When We Were Young,3.58,1
Will Smith,Just The Two Of Us,4.56,1
